Country/area,Technology,Jobs (thousand),Source,Note,Year
Philippines,Municipal and industrial waste,0.04,IRENA focal point,Construction and O&M jobs,2019
Philippines,Others,,,,2019
Philippines,Solar Heating / Cooling,,,,2019
Philippines,Solar Photovoltaic,33.692,IRENA focal point,Estimated Short-term jobs during the Conduct of Studies and Construction; and Long-term O&M jobs,2019
Philippines,Solid Biomass,11.032,IRENA focal point,Construction and O&M jobs,2019
Philippines,"Tide, Wave and Ocean Energy",,,,2019
Philippines,Wind Energy,18.777,IRENA focal point,Estimated Short-term jobs during the Conduct of Studies and Construction; and Long-term O&M jobs,2019
Poland,All technologies,83.789,,,2019
Poland,Biogas,2.7,EurObserv'ER (2020),,2019
Poland,CSP,,,,2019
Poland,Geothermal Energy,0.789,EurObserv'ER (2020),,2019
Poland,Hydropower,1,EurObserv'ER (2020),,2019
Poland,Liquid Biofuels,41.2,EurObserv'ER (2020),,2019
Poland,Municipal and industrial waste,0.2,EurObserv'ER (2020),,2019
Poland,Others,,,,2019
Poland,Solar Heating / Cooling,2.2,EurObserv'ER (2020),,2019
Poland,Solar Photovoltaic,3.1,EurObserv'ER (2020),,2019
Poland,Solid Biomass,29.6,EurObserv'ER (2020),,2019
Poland,"Tide, Wave and Ocean Energy",,,,2019
Poland,Wind Energy,3,EurObserv'ER (2020),,2019
Portugal,All technologies,20.889,,,2019
Portugal,Biogas,0.7,EurObserv'ER (2020),,2019
Portugal,CSP,,,,2019
Portugal,Geothermal Energy,0.404,EurObserv'ER (2020),,2019
Portugal,Hydropower,7.185,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Portugal,Liquid Biofuels,0.3,EurObserv'ER (2020),,2019
Portugal,Municipal and industrial waste,0.5,EurObserv'ER (2020),,2019
Portugal,Others,,,,2019
Portugal,Solar Heating / Cooling,0.5,EurObserv'ER (2020),,2019
Portugal,Solar Photovoltaic,1.6,EurObserv'ER (2020),,2019
Portugal,Solid Biomass,7.1,EurObserv'ER (2020),,2019
Portugal,"Tide, Wave and Ocean Energy",,,,2019
Portugal,Wind Energy,2.6,EurObserv'ER (2020),,2019
Republic of Korea,All technologies,26.398,,,2019
Republic of Korea,Biogas,0.02,IRENA focal point,Only in manufacturing ,2019
Republic of Korea,CSP,,,,2019
Republic of Korea,Geothermal Energy,0.33,IRENA focal point,Only in manufacturing ,2019
Republic of Korea,Hydropower,0.748,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Republic of Korea,Liquid Biofuels,0.54,IRENA focal point,Only in manufacturing ,2019
Republic of Korea,Municipal and industrial waste,1.53,IRENA focal point,Only in manufacturing ,2019
Republic of Korea,Others,0.02,IRENA focal point,Hydro-thermal sector,2019
Republic of Korea,Solar Heating / Cooling,0.14,IRENA focal point,Only in manufacturing ,2019
Republic of Korea,Solar Photovoltaic,13.81,IRENA focal point,7.73 in manufacturing and 6.08 in construction and installation,2019
Republic of Korea,Solid Biomass,1.04,IRENA focal point,Only in manufacturing ,2019
Republic of Korea,"Tide, Wave and Ocean Energy",,,,2019
Republic of Korea,Wind Energy,8.22,IRENA focal point,1.58 in manufacturing and 6.64 in construction and installation,2019
Romania,All technologies,60.368,,,2019
Romania,Biogas,0.3,EurObserv'ER (2020),,2019
Romania,CSP,,,,2019
Romania,Geothermal Energy,1.107,EurObserv'ER (2020),,2019
Romania,Hydropower,8.661,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Romania,Liquid Biofuels,40,EurObserv'ER (2020),,2019
Romania,Municipal and industrial waste,0.1,EurObserv'ER (2020),,2019
Romania,Others,,,,2019
Romania,Solar Heating / Cooling,0.1,EurObserv'ER (2020),,2019
Romania,Solar Photovoltaic,1.1,EurObserv'ER (2020),,2019
Romania,Solid Biomass,6.8,EurObserv'ER (2020),,2019
Romania,"Tide, Wave and Ocean Energy",,,,2019
Romania,Wind Energy,2.2,EurObserv'ER (2020),,2019
Russian Federation,All technologies,71.818,,,2019
Russian Federation,Biogas,,,,2019
Russian Federation,CSP,,,,2019
Russian Federation,Geothermal Energy,,,,2019
Russian Federation,Hydropower,66.958,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Russian Federation,Liquid Biofuels,,,,2019
Russian Federation,Municipal and industrial waste,,,,2019
Russian Federation,Others,,,,2019
Russian Federation,Solar Heating / Cooling,0.01,IRENA estimate,Based on employment factors and capacity data,2019
Russian Federation,Solar Photovoltaic,4.1,IRENA estimate,Based on employment factors and capacity data,2019
Russian Federation,Solid Biomass,,,,2019
Russian Federation,"Tide, Wave and Ocean Energy",,,,2019
Russian Federation,Wind Energy,0.75,IRENA estimate,Based on employment factors and capacity data,2019
Rwanda,All technologies,1.075,,,2019
Rwanda,Biogas,,,,2019
Rwanda,CSP,,,,2019
Rwanda,Geothermal Energy,,,,2019
Rwanda,Hydropower,,,,2019
Rwanda,Liquid Biofuels,,,,2019
Rwanda,Municipal and industrial waste,,,,2019
Rwanda,Others,,,,2019
Rwanda,Solar Heating / Cooling,,,,2019
Rwanda,Solar Photovoltaic,1.075,Mobisol (2016),"The workforce of Mobisol is assumed to be split between Tanzania and Rwanda http://eepafrica.org/mobisol-smart-high-quality-solar-solutions-for-30000-households-in-tanzania/
Half of the workforce of Off-Grid-Electric http://www.ledinside.com/news/2015/12/off_grid_electric_aims_to_light_up_tanzania_with_solar_led_systems
The construction workforce for 8.5 MW project http://www.csmonitor.com/Environment/2015/1123/What-a-Rwandan-solar-plant-is-teaching-Africa-about-clean-energy",2019
Rwanda,Solid Biomass,,,,2019
Rwanda,"Tide, Wave and Ocean Energy",,,,2019
Rwanda,Wind Energy,,,,2019
Senegal,All technologies,0.53,,,2019
Senegal,Biogas,,,,2019
Senegal,CSP,,,,2019
Senegal,Geothermal Energy,,,,2019
Senegal,Hydropower,,,,2019
Senegal,Liquid Biofuels,,,,2019
Senegal,Municipal and industrial waste,,,,2019
Senegal,Others,,,,2019
Senegal,Solar Heating / Cooling,0.03,IRENA estimate,Based on employment factors and capacity data,2019
Senegal,Solar Photovoltaic,,,,2019
Senegal,Solid Biomass,,,,2019
Senegal,"Tide, Wave and Ocean Energy",,,,2019
Senegal,Wind Energy,0.5,IRENA estimate,Based on employment factors and capacity data,2019
Serbia,All technologies,4.5,,,2019
Serbia,Biogas,,,,2019
Serbia,CSP,,,,2019
Serbia,Geothermal Energy,,,,2019
Serbia,Hydropower,,,,2019
Serbia,Liquid Biofuels,,,,2019
Serbia,Municipal and industrial waste,,,,2019
Serbia,Others,,,,2019
Serbia,Solar Heating / Cooling,,,,2019
Serbia,Solar Photovoltaic,,,,2019
Serbia,Solid Biomass,,,,2019
Serbia,"Tide, Wave and Ocean Energy",,,,2019
Serbia,Wind Energy,4.5,IRENA estimate,Based on employment factors and capacity data,2019
Singapore,All technologies,6,,,2019
Singapore,Biogas,,,,2019
Singapore,CSP,,,,2019
Singapore,Geothermal Energy,,,,2019
Singapore,Hydropower,,,,2019
Singapore,Liquid Biofuels,,,,2019
Singapore,Municipal and industrial waste,,,,2019
Singapore,Others,,,,2019
Singapore,Solar Heating / Cooling,,,,2019
Singapore,Solar Photovoltaic,6,IRENA focal point,,2019
Singapore,Solid Biomass,,,,2019
Singapore,"Tide, Wave and Ocean Energy",,,,2019
Singapore,Wind Energy,,,,2019
Slovakia,All technologies,18.523,,,2019
Slovakia,Biogas,1.1,EurObserv'ER (2020),,2019
Slovakia,CSP,,,,2019
Slovakia,Geothermal Energy,0.423,EurObserv'ER (2020),,2019
Slovakia,Hydropower,1.2,EurObserv'ER (2020),,2019
Slovakia,Liquid Biofuels,4,EurObserv'ER (2020),,2019
Slovakia,Municipal and industrial waste,0.1,EurObserv'ER (2020),,2019
Slovakia,Others,,,,2019
Slovakia,Solar Heating / Cooling,0.1,EurObserv'ER (2020),,2019
Slovakia,Solar Photovoltaic,0.2,EurObserv'ER (2020),,2019
Slovakia,Solid Biomass,11.3,EurObserv'ER (2020),,2019
Slovakia,"Tide, Wave and Ocean Energy",,,,2019
Slovakia,Wind Energy,0.1,EurObserv'ER (2020),,2019
Slovenia,All technologies,3.817,,,2019
Slovenia,Biogas,0.1,EurObserv'ER (2020),,2019
Slovenia,CSP,,,,2019
Slovenia,Geothermal Energy,0.363,EurObserv'ER (2020),,2019
Slovenia,Hydropower,1.054,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Slovenia,Liquid Biofuels,0.1,EurObserv'ER (2020),,2019
Slovenia,Municipal and industrial waste,0.1,EurObserv'ER (2020),,2019
Slovenia,Others,,,,2019
Slovenia,Solar Heating / Cooling,0.1,EurObserv'ER (2020),,2019
Slovenia,Solar Photovoltaic,0.1,EurObserv'ER (2020),,2019
Slovenia,Solid Biomass,1.8,EurObserv'ER (2020),,2019
Slovenia,"Tide, Wave and Ocean Energy",,,,2019
Slovenia,Wind Energy,0.1,EurObserv'ER (2020),,2019
South Africa,All technologies,23.245,,,2019
South Africa,Biogas,,,,2019
South Africa,CSP,8.865,IRENA focal point,,2019
South Africa,Geothermal Energy,,,,2019
South Africa,Hydropower,0.7,IRENA focal point,,2019
South Africa,Liquid Biofuels,6.42,Urbanchuk (2012),,2019
South Africa,Municipal and industrial waste,,,,2019
South Africa,Others,,,,2019
South Africa,Solar Heating / Cooling,1.85,IRENA estimate,Based on employment factors and capacity data,2019
South Africa,Solar Photovoltaic,3.75,IRENA estimate,Based on employment factors and capacity data,2019
South Africa,Solid Biomass,,,,2019
South Africa,"Tide, Wave and Ocean Energy",,,,2019
South Africa,Wind Energy,1.66,IRENA estimate,Based on employment factors and capacity data,2019
Spain,All technologies,89.236,,,2019
Spain,Biogas,1.2,EurObserv'ER (2020),,2019
Spain,CSP,,,,2019
Spain,Geothermal Energy,0.953,APPA (2020),,2019
Spain,Hydropower,7.494,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Spain,Liquid Biofuels,4.483,APPA (2020),,2019
Spain,Municipal and industrial waste,0.6,EurObserv'ER (2020),,2019
Spain,Others,,,,2019
Spain,Solar Heating / Cooling,6.101,APPA (2020),,2019
Spain,Solar Photovoltaic,13.274,APPA (2020),,2019
Spain,Solid Biomass,32.326,APPA (2020),,2019
Spain,"Tide, Wave and Ocean Energy",0.343,APPA (2020),,2019
Spain,Wind Energy,22.462,APPA (2020),,2019
Sweden,All technologies,44.391,,,2019
Sweden,Biogas,0.1,EurObserv'ER (2020),,2019
Sweden,CSP,,,,2019
Sweden,Geothermal Energy,1.896,EurObserv'ER (2020),,2019
Sweden,Hydropower,3.395,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Sweden,Liquid Biofuels,10.9,EurObserv'ER (2020),,2019
Sweden,Municipal and industrial waste,3.4,EurObserv'ER (2020),,2019
Sweden,Others,,,,2019
Sweden,Solar Heating / Cooling,0.1,EurObserv'ER (2020),,2019
Sweden,Solar Photovoltaic,1.1,EurObserv'ER (2020),,2019
Sweden,Solid Biomass,18.9,EurObserv'ER (2020),,2019
Sweden,"Tide, Wave and Ocean Energy",,,,2019
Sweden,Wind Energy,4.6,EurObserv'ER (2020),,2019
Switzerland,All technologies,21.093,,,2019
Switzerland,Biogas,0.1,SFOE (2016),,2019
Switzerland,CSP,,,,2019
Switzerland,Geothermal Energy,1.2,IEA GEA (2013),,2019
Switzerland,Hydropower,2.203,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Switzerland,Liquid Biofuels,,,,2019
Switzerland,Municipal and industrial waste,0.2,SFOE (2016),,2019
Switzerland,Others,,,,2019
Switzerland,Solar Heating / Cooling,0.34,IRENA estimate,Based on employment factors and capacity data,2019
Switzerland,Solar Photovoltaic,8.7,IRENA estimate,Based on employment factors and capacity data,2019
Switzerland,Solid Biomass,8,SFOE (2016),,2019
Switzerland,"Tide, Wave and Ocean Energy",,,,2019
Switzerland,Wind Energy,0.35,Screening Windenergiebranche Schweiz (2007),,2019
Tajikistan,All technologies,13.242,,,2019
Tajikistan,Biogas,,,,2019
Tajikistan,CSP,,,,2019
Tajikistan,Geothermal Energy,,,,2019
Tajikistan,Hydropower,13.242,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Tajikistan,Liquid Biofuels,,,,2019
Tajikistan,Municipal and industrial waste,,,,2019
Tajikistan,Others,,,,2019
Tajikistan,Solar Heating / Cooling,,,,2019
Tajikistan,Solar Photovoltaic,,,,2019
Tajikistan,Solid Biomass,,,,2019
Tajikistan,"Tide, Wave and Ocean Energy",,,,2019
Tajikistan,Wind Energy,,,,2019
Thailand,All technologies,150.437,,,2019
Thailand,Biogas,,,,2019
Thailand,CSP,,,,2019
Thailand,Geothermal Energy,,,,2019
Thailand,Hydropower,,,,2019
Thailand,Liquid Biofuels,124.5,IRENA estimate,Employment factor based estimate,2019
Thailand,Municipal and industrial waste,,,,2019
Thailand,Others,,,,2019
Thailand,Solar Heating / Cooling,0.127,IRENA estimate,Based on employment factors and capacity data,2019
Thailand,Solar Photovoltaic,18.71,IEA PVPS (2020),,2019
Thailand,Solid Biomass,,,,2019
Thailand,"Tide, Wave and Ocean Energy",,,,2019
Thailand,Wind Energy,7.1,IRENA estimate,Based on employment factors and capacity data,2019
Tunisia,All technologies,1.637,,,2019
Tunisia,Biogas,,,,2019
Tunisia,CSP,,,,2019
Tunisia,Geothermal Energy,,,,2019
Tunisia,Hydropower,,,,2019
Tunisia,Liquid Biofuels,0.25,GIZ (2015),,2019
Tunisia,Municipal and industrial waste,,,,2019
Tunisia,Others,,,,2019
Tunisia,Solar Heating / Cooling,0.779,IRENA estimate,Based on employment factors and capacity data,2019
Tunisia,Solar Photovoltaic,0.6,GIZ (2015),,2019
Tunisia,Solid Biomass,,,,2019
Tunisia,"Tide, Wave and Ocean Energy",,,,2019
Tunisia,Wind Energy,0.008,GIZ (2012),,2019
Turkey,All technologies,87.996,,,2019
Turkey,Biogas,0.7,IRENA focal point,,2019
Turkey,CSP,0,IRENA focal point,,2019
Turkey,Geothermal Energy,5.96,IRENA focal point,"5,410 in power and 550 in heat",2019
Turkey,Hydropower,34.436,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Turkey,Liquid Biofuels,0.5,IRENA focal point,,2019
Turkey,Municipal and industrial waste,2.2,IRENA focal point,,2019
Turkey,Others,,,,2019
Turkey,Solar Heating / Cooling,21.6,IRENA estimate,Based on employment factors and capacity data,2019
Turkey,Solar Photovoltaic,9.3,IRENA estimate,Based on employment factors and capacity data,2019
Turkey,Solid Biomass,0,IRENA focal point,,2019
Turkey,"Tide, Wave and Ocean Energy",,,,2019
Turkey,Wind Energy,13.3,IRENA estimate,Based on employment factors and capacity data,2019
Uganda,All technologies,1.65,,,2019
Uganda,Biogas,,,,2019
Uganda,CSP,,,,2019
Uganda,Geothermal Energy,,,,2019
Uganda,Hydropower,,,,2019
Uganda,Liquid Biofuels,,,,2019
Uganda,Municipal and industrial waste,,,,2019
Uganda,Others,1.65,Guardian (2015),People trained in renewables,2019
Uganda,Solar Heating / Cooling,,,,2019
Uganda,Solar Photovoltaic,,,,2019
Uganda,Solid Biomass,,,,2019
Uganda,"Tide, Wave and Ocean Energy",,,,2019
Uganda,Wind Energy,,,,2019
Ukraine,All technologies,51.269,,,2019
Ukraine,Biogas,,,,2019
Ukraine,CSP,,,,2019
Ukraine,Geothermal Energy,,,,2019
Ukraine,Hydropower,10.769,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Ukraine,Liquid Biofuels,,,,2019
Ukraine,Municipal and industrial waste,,,,2019
Ukraine,Others,,,,2019
Ukraine,Solar Heating / Cooling,,,,2019
Ukraine,Solar Photovoltaic,25,IRENA estimate,Based on employment factors and capacity data,2019
Ukraine,Solid Biomass,6.5,Konechenkov and Shmidt (2016),"Direct + Indirect (includes consultants, lawyers, etc). These jobs have been created since 2010",2019
Ukraine,"Tide, Wave and Ocean Energy",,,,2019
Ukraine,Wind Energy,9,IRENA estimate,Based on employment factors and capacity data,2019
United Arab Emirates,All technologies,11.05,,,2019
United Arab Emirates,Biogas,,,,2019
United Arab Emirates,CSP,1,IRENA estimate,,2019
United Arab Emirates,Geothermal Energy,,,,2019
United Arab Emirates,Hydropower,,,,2019
United Arab Emirates,Liquid Biofuels,,,,2019
United Arab Emirates,Municipal and industrial waste,,,,2019
United Arab Emirates,Others,0.25,IRENA estimate,"Renewables energy workforce of universities, utilitites and organisations such as Masdar and IRENA",2019
United Arab Emirates,Solar Heating / Cooling,,,,2019
United Arab Emirates,Solar Photovoltaic,9.8,IRENA estimate,Based on employment factors and capacity data,2019
United Arab Emirates,Solid Biomass,,,,2019
United Arab Emirates,"Tide, Wave and Ocean Energy",,,,2019
United Arab Emirates,Wind Energy,,,,2019
United Kingdom,All technologies,114.453,,,2019
United Kingdom,Biogas,2.003,REA (2020),,2019
United Kingdom,CSP,,,,2019
United Kingdom,Geothermal Energy,2.1,EurObserv'ER (2020),,2019
United Kingdom,Hydropower,1.911,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
United Kingdom,Liquid Biofuels,9.989,REA (2020),,2019
United Kingdom,Municipal and industrial waste,8.084,EurObserv'ER (2020),,2019
United Kingdom,Others,,,,2019
United Kingdom,Solar Heating / Cooling,9.497,REA (2020),,2019
United Kingdom,Solar Photovoltaic,10.911,REA (2020),,2019
United Kingdom,Solid Biomass,25.046,REA (2020),,2019
United Kingdom,"Tide, Wave and Ocean Energy",0.772,REA (2020),,2019
United Kingdom,Wind Energy,44.14,REA (2020),,2019
United Republic of Tanzania,All technologies,3.035,,,2019
United Republic of Tanzania,Biogas,,,,2019
United Republic of Tanzania,CSP,,,,2019
United Republic of Tanzania,Geothermal Energy,,,,2019
United Republic of Tanzania,Hydropower,,,,2019
United Republic of Tanzania,Liquid Biofuels,1.31,Urbanchuk (2012),,2019
United Republic of Tanzania,Municipal and industrial waste,,,,2019
United Republic of Tanzania,Others,,,,2019
United Republic of Tanzania,Solar Heating / Cooling,,,,2019
United Republic of Tanzania,Solar Photovoltaic,1.725,Mobisol (2016),"Includes workforce of Mobisol, Off-grid Electric and AKON Solar",2019
United Republic of Tanzania,Solid Biomass,,,,2019
United Republic of Tanzania,"Tide, Wave and Ocean Energy",,,,2019
United Republic of Tanzania,Wind Energy,,,,2019
United States of America,All technologies,755.641,,,2019
United States of America,Biogas,7,IRENA estimate,Based on data from American Biogas Council (2016),2019
United States of America,CSP,4.99,Solar Foundation (2020),Solar Foundation reports 249.983 K for ALL solar. Breakdown is by IRENA.,2019
United States of America,Geothermal Energy,8.794,NASEO and EFI (2020),,2019
United States of America,Hydropower,21.767,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
United States of America,Liquid Biofuels,297,IRENA estimate,,2019
United States of America,Municipal and industrial waste,,,,2019
United States of America,Others,,,,2019
United States of America,Solar Heating / Cooling,4.99,Solar Foundation (2020),Solar Foundation reports 249.983 K for ALL solar. Breakdown is by IRENA.,2019
United States of America,Solar Photovoltaic,240,Solar Foundation (2020),Solar Foundation reports 249.983 K for ALL solar. Breakdown is by IRENA.,2019
United States of America,Solid Biomass,51.1,IRENA estimate,"Includes 4,500 jobs in biomass CHP; estimate based on NASEO and EFI (2020)",2019
United States of America,"Tide, Wave and Ocean Energy",,,,2019
United States of America,Wind Energy,120,AWEA (2020),"26,000 in manufacturing",2019
Uruguay,All technologies,10.143,,,2019
Uruguay,Biogas,0.016,IRENA focal point,,2019
Uruguay,CSP,,,,2019
Uruguay,Geothermal Energy,,,,2019
Uruguay,Hydropower,0.497,IRENA focal point,,2019
Uruguay,Liquid Biofuels,5.45,IRENA focal point,"Estimate based on 3 plants (Bioethanol sugar cane: 1,890 jobs, Bioethanol-Cereal: 1,470 & Biodiesel soy:2,100)",2019
Uruguay,Municipal and industrial waste,0.006,IRENA focal point,,2019
Uruguay,Others,,,,2019
Uruguay,Solar Heating / Cooling,0.142,IRENA focal point,Based on employment factors and capacity data,2019
Uruguay,Solar Photovoltaic,0.482,IRENA focal point,,2019
Uruguay,Solid Biomass,2.55,IRENA focal point,,2019
Uruguay,"Tide, Wave and Ocean Energy",,,,2019
Uruguay,Wind Energy,1,IRENA focal point,,2019
Uzbekistan,All technologies,2.991,,,2019
Uzbekistan,Biogas,,,,2019
Uzbekistan,CSP,,,,2019
Uzbekistan,Geothermal Energy,,,,2019
Uzbekistan,Hydropower,2.991,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Uzbekistan,Liquid Biofuels,,,,2019
Uzbekistan,Municipal and industrial waste,,,,2019
Uzbekistan,Others,,,,2019
Uzbekistan,Solar Heating / Cooling,,,,2019
Uzbekistan,Solar Photovoltaic,,,,2019
Uzbekistan,Solid Biomass,,,,2019
Uzbekistan,"Tide, Wave and Ocean Energy",,,,2019
Uzbekistan,Wind Energy,,,,2019
Venezuela (Bolivarian Republic of),All technologies,15.191,,,2019
Venezuela (Bolivarian Republic of),Biogas,,,,2019
Venezuela (Bolivarian Republic of),CSP,,,,2019
Venezuela (Bolivarian Republic of),Geothermal Energy,,,,2019
Venezuela (Bolivarian Republic of),Hydropower,15.191,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Venezuela (Bolivarian Republic of),Liquid Biofuels,,,,2019
Venezuela (Bolivarian Republic of),Municipal and industrial waste,,,,2019
Venezuela (Bolivarian Republic of),Others,,,,2019
Venezuela (Bolivarian Republic of),Solar Heating / Cooling,,,,2019
Venezuela (Bolivarian Republic of),Solar Photovoltaic,,,,2019
Venezuela (Bolivarian Republic of),Solid Biomass,,,,2019
Venezuela (Bolivarian Republic of),"Tide, Wave and Ocean Energy",,,,2019
Venezuela (Bolivarian Republic of),Wind Energy,,,,2019
Viet Nam,All technologies,146.39,,,2019
Viet Nam,Biogas,,,,2019
Viet Nam,CSP,,,,2019
Viet Nam,Geothermal Energy,,,,2019
Viet Nam,Hydropower,84.82,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Viet Nam,Liquid Biofuels,2.67,Urbanchuk (2012),,2019
Viet Nam,Municipal and industrial waste,,,,2019
Viet Nam,Others,,,,2019
Viet Nam,Solar Heating / Cooling,,,,2019
Viet Nam,Solar Photovoltaic,56.8,IRENA estimate,Based on employment factors and capacity data,2019
Viet Nam,Solid Biomass,,,,2019
Viet Nam,"Tide, Wave and Ocean Energy",,,,2019
Viet Nam,Wind Energy,2.1,IRENA estimate,Based on employment factors and capacity data,2019
Zambia,All technologies,11.448,,,2019
Zambia,Biogas,,,,2019
Zambia,CSP,,,,2019
Zambia,Geothermal Energy,,,,2019
Zambia,Hydropower,10.248,IRENA estimate,Based on employment factors and capacity and manufactruing data.,2019
Zambia,Liquid Biofuels,,,,2019
Zambia,Municipal and industrial waste,,,,2019
Zambia,Others,,,,2019
Zambia,Solar Heating / Cooling,,,,2019
Zambia,Solar Photovoltaic,1.2,IRENA estimate,,2019
Zambia,Solid Biomass,,,,2019
Zambia,"Tide, Wave and Ocean Energy",,,,2019
Zambia,Wind Energy,,,,2019
Zimbabwe,All technologies,0.21,,,2019
Zimbabwe,Biogas,,,,2019
Zimbabwe,CSP,,,,2019
Zimbabwe,Geothermal Energy,,,,2019
Zimbabwe,Hydropower,,,,2019
Zimbabwe,Liquid Biofuels,,,,2019
Zimbabwe,Municipal and industrial waste,,,,2019
Zimbabwe,Others,,,,2019
Zimbabwe,Solar Heating / Cooling,0.21,IRENA estimate,Based on employment factors and capacity data,2019
Zimbabwe,Solar Photovoltaic,,,,2019
Zimbabwe,Solid Biomass,,,,2019
Zimbabwe,"Tide, Wave and Ocean Energy",,,,2019
Zimbabwe,Wind Energy,,,,2019
