"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.6,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.6,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.5,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","RATIO","Ratio","0","Units",,,3.5,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","RATIO","Ratio","0","Units",,,3.5,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","RATIO","Ratio","0","Units",,,3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,3.3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","RATIO","Ratio","0","Units",,,3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,3.1,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,2.9,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,3.1,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","RATIO","Ratio","0","Units",,,3.3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","RATIO","Ratio","0","Units",,,3.5,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","RATIO","Ratio","0","Units",,,3.2,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","RATIO","Ratio","0","Units",,,3.5,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","RATIO","Ratio","0","Units",,,3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","RATIO","Ratio","0","Units",,,3.3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","RATIO","Ratio","0","Units",,,3,,
"BEL","Belgium","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","RATIO","Ratio","0","Units",,,3,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.267,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.273,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.269,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.281,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.28,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.284,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.289,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.277,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.286,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.279,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.285,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.287,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.285,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.291,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.265,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.271,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.265,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.278,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.278,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.28,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.29,,
"CAN","Canada","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.274,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.556,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.56,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.549,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.554,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.551,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.557,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.57,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.55,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.545,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","0_TO_1","0-1 scale","0","Units",,,0.538,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.54,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.539,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.544,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.546,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.555,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","0_TO_1","0-1 scale","0","Units",,,0.56,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","0_TO_1","0-1 scale","0","Units",,,0.548,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","0_TO_1","0-1 scale","0","Units",,,0.553,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.551,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.555,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","0_TO_1","0-1 scale","0","Units",,,0.573,,
"CAN","Canada","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.548,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","RATIO","Ratio","0","Units",,,0.94,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","RATIO","Ratio","0","Units",,,0.98,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","RATIO","Ratio","0","Units",,,0.95,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","RATIO","Ratio","0","Units",,,1.02,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","RATIO","Ratio","0","Units",,,1,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","RATIO","Ratio","0","Units",,,1.03,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","RATIO","Ratio","0","Units",,,1.06,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,1,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,1.05,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","RATIO","Ratio","0","Units",,,1,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,1.05,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,1.05,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,1.04,,
"CAN","Canada","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,1.07,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","P90P10","Interdecile ratio P90/P10","0","Units",,,3.2,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,3.4,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","P90P10","Interdecile ratio P90/P10","0","Units",,,3.4,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.5,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.4,,
"CAN","Canada","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.5,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","P90P50","Interdecile ratio P90/P50","0","Units",,,2,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9,,
"CAN","Canada","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.6,,
"CAN","Canada","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"CAN","Canada","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
